title;main_story_length;mainextra_length;completionist_length;combined_length;platform
Rocketbirds: Hardboiled Chicken;3.5;4;8;3.5;PlayStation 3
Sonic Adventure DX;9.5;16.5;42;14.5;PlayStation 3
Two Worlds II;33;36.5;48.5;36.5;PlayStation 3
Tom Clancy's Splinter Cell: Blacklist;10.5;16.5;27;13.5;PlayStation 3
Strider (2014);5.5;7.5;13.5;6.5;PlayStation 3
Hoard;6.5;11;58;10;PlayStation 3
Metal Gear Solid;11;12.5;15.5;12;PlayStation 3
Vessel;9.5;13;13.5;12;PlayStation 3
Doom 3;11;13;15;11.5;PlayStation 3
Lost Planet 3;11;14;15.5;12.5;PlayStation 3
Tom Clancy's Splinter Cell: Chaos Theory;13;13.5;21;13.5;PlayStation 3
Tales of Zestiria;43.5;55.5;275;56;PlayStation 3
Mass Effect 3;23.5;35;48;34.5;PlayStation 3
Overlord: Raising Hell;9.5;12.5;38;18.5;PlayStation 3
Warhammer 40,000: Space Marine;8;9.5;24.5;8.5;PlayStation 3
Batman: Arkham Asylum;12;16.5;25.5;15;PlayStation 3
Call of Duty: Modern Warfare 3;6;8.5;37.5;7.5;PlayStation 3
Chrono Trigger;23.5;26;45.5;27;PlayStation 3
Final Fantasy IX;43;57.5;82.5;54;PlayStation 3
Metal Gear Solid 4: Guns of the Patriots;18.5;21.5;26.5;19.5;PlayStation 3
Race Driver: Grid;22.5;26;38.5;26;PlayStation 3
Dark Souls;49.5;67;107.5;64;PlayStation 3
Deadly Premonition: Director's Cut;18;22;37;24;PlayStation 3
Castlevania: Lords of Shadow - Ultimate Edition;19;23;50.5;22.5;PlayStation 3
Call of Duty: Advanced Warfare;7;8.5;13.5;7.5;PlayStation 3
Poker Night 2;5;11;13.5;11;PlayStation 3
Prince of Persia (2008);12;15.5;17.5;14;PlayStation 3
Deadpool;7;10;15.5;8;PlayStation 3
Lego Star Wars: The Complete Saga;14;23;41;22.5;PlayStation 3
Resident Evil 6;22;28;56;25;PlayStation 3
Game of Thrones (2012);20.5;25;28;24;PlayStation 3
Operation Flashpoint: Dragon Rising;12;15;18.5;12.5;PlayStation 3
Outland;7;9.5;13.5;8.5;PlayStation 3
Quantum Conundrum;6;8;14;7;PlayStation 3
Dead Island: Riptide;11;20;36;18.5;PlayStation 3
Dragon Age II;26.5;37;56.5;37;PlayStation 3
Mortal Kombat Arcade Kollection;8;1;;;PlayStation 3
Luftrausers;4;6.5;14;6;PlayStation 3
Bionic Commando Rearmed;5.5;8;10;6.5;PlayStation 3
Bionic Commando Rearmed 2;8.5;;;8.5;PlayStation 3
Dirt 3;13.5;24;36;20.5;PlayStation 3
Doom II: Hell on Earth;7;9;13;8.5;PlayStation 3
Dungeon Siege III;14;15.5;26;16;PlayStation 3
Final Fantasy VI (Final Fantasy III NA);34;41;66.5;41.5;PlayStation 3
Ni no Kuni: Wrath of the White Witch;45.5;56.5;93;58;PlayStation 3
Penny Arcade Adventures: Precipice of Darkness, Episode One;6;6.5;6.5;6;PlayStation 3
Tom Clancy's Splinter Cell: Conviction;7.5;12;19;9;PlayStation 3
Call of Duty: Ghosts;6;7.5;8.5;6;PlayStation 3
Contrast;3.5;3.5;4;3.5;PlayStation 3
Teslagrad;4.5;5;6;5.5;PlayStation 3
Hitman: Contracts;11;12.5;13;11;PlayStation 3
Prince of Persia: The Two Thrones;10;11;13;10.5;PlayStation 3
Alien Breed 2: Assault;5;7;9;5.5;PlayStation 3
Battlefield 4 ;6;7;13;6.5;PlayStation 3
Sonic Adventure 2;9.5;17.5;43;13.5;PlayStation 3
Swords and Soldiers HD;5;8;12;5.5;PlayStation 3
Tower of Guns;1.5;3;10.5;3;PlayStation 3
Prince of Persia: The Forgotten Sands;8;9.5;11;8.5;PlayStation 3
Prince of Persia: Warrior Within;12.5;14.5;18.5;14;PlayStation 3
Call of Duty: Black Ops II;7;9.5;27;8;PlayStation 3
Dead Rising 2;14.5;18.5;47.5;18;PlayStation 3
Guardians of Middle-Earth;;36;;;PlayStation 3
Kane & Lynch 2: Dog Days;4;4.5;6;4;PlayStation 3
Sacred Citadel;5;6;14.5;5.5;PlayStation 3
The Cave;4.5;7;13;6;PlayStation 3
Destiny;11.5;25.5;318.5;36;PlayStation 3
Hotline Miami 2: Wrong Number;8.5;12.5;19.5;9.5;PlayStation 3
Killer Is Dead;7;10.5;24;8.5;PlayStation 3
Rayman Legends;9;14;28;14;PlayStation 3
Bayonetta;11;15.5;45.5;13;PlayStation 3
Blades of Time;9;10;12;10;PlayStation 3
Metal Gear Solid: Peace Walker;18;28.5;91.5;25.5;PlayStation 3
Need for Speed: Hot Pursuit (2010);14.5;21;36.5;19.5;PlayStation 3
Sonic CD;2;4;7;2.5;PlayStation 3
The Last of Us;15;17;22.5;16.5;PlayStation 3
Diablo III: Ultimate Evil Edition;15.5;30;102;24;PlayStation 3
Call of Duty: World at War;8;11.5;24;9.5;PlayStation 3
Doom 3: BFG Edition;10;16.5;35;13.5;PlayStation 3
Prototype 2;10;14;18.5;14;PlayStation 3
Red Dead Redemption;18;29;47;26;PlayStation 3
Tom Clancy's Splinter Cell;12.5;14.5;14.5;13;PlayStation 3
ArcaniA: Gothic 4;15.5;21;30.5;20.5;PlayStation 3
God of War III;9.5;10.5;17.5;10.5;PlayStation 3
Tom Clancy's Rainbow Six: Vegas 2;9;13;15.5;9.5;PlayStation 3
Mortal Kombat: Komplete Edition;8.5;13;57.5;11.5;PlayStation 3
Assassin's Creed: Rogue;9.5;21.5;36.5;18;PlayStation 3
Saints Row: Gat out of Hell;4;7.5;15.5;6.5;PlayStation 3
Joe Danger 2: The Movie;2;4.5;9.5;3.5;PlayStation 3
Metal Gear Solid 2: Sons of Liberty;13;14.5;19;13.5;PlayStation 3
Metal Gear Solid 3: Snake Eater;16;19;22.5;16.5;PlayStation 3
Penny Arcade Adventures: Precipice of Darkness, Episode Two;6.5;7;9;7;PlayStation 3
Tales from Space: Mutant Blobs Attack;4;5;7;4.5;PlayStation 3
Aliens vs. Predator (2010);8.5;11;18.5;9;PlayStation 3
Gunstar Heroes;2;1.5;2.5;2;PlayStation 3
Stealth Bastard Deluxe;6;10.5;22.5;8;PlayStation 3
The Ultimate Doom;5.5;8;8;6.5;PlayStation 3
KickBeat;2;3.5;6;2.5;PlayStation 3
Alien Breed: Impact;5.5;6;7.5;5.5;PlayStation 3
Painkiller: Hell & Damnation;5;10.5;24.5;6;PlayStation 3
Sine Mora;2.5;3;3;2.5;PlayStation 3
Sonic the Hedgehog 4: Episode II;3;4.5;8;3.5;PlayStation 3
The Lego Movie Videogame;8;11;17;11.5;PlayStation 3
Final Fantasy X HD Remaster;44;65.5;138.5;66;PlayStation 3
Duke Nukem Forever;9.5;12;20.5;10.5;PlayStation 3
Operation Flashpoint: Red River;10.5;13;21;12;PlayStation 3
Dead Space 3;13;17;24.5;15.5;PlayStation 3
Ghostbusters: The Video Game;8;10;27;9.5;PlayStation 3
Pac-Man Championship Edition DX;4;4;7;4;PlayStation 3
Sonic the Hedgehog 4: Episode I;2.5;4;6;3.5;PlayStation 3
DuckTales: Remastered;3.5;4.5;8.5;4;PlayStation 3
Sniper Elite III;8;14.5;26;10;PlayStation 3
Doom 3: Resurrection of Evil;4;5.5;5.5;4.5;PlayStation 3
Golden Axe;0.7833333333333333;0.9833333333333333;1.5;0.8166666666666667;PlayStation 3
Infamous 2;12.5;17;22;15.5;PlayStation 3
Journey;2;2.5;5.5;2;PlayStation 3
Kane & Lynch: Dead Men;6;6;9;6;PlayStation 3
Lego Batman 2: DC Super Heroes;8.5;15;25.5;14;PlayStation 3
Lightning Returns: Final Fantasy XIII;35;50;64;48;PlayStation 3
Lego The Hobbit;8;15.5;35;18;PlayStation 3
Lego Batman 3: Beyond Gotham;10;16;38;22.5;PlayStation 3
Resident Evil: HD Remaster;10;14;41;12;PlayStation 3
Battlefield 3;6;11.5;77.5;9;PlayStation 3
Devil May Cry 4;11;14.5;49.5;12.5;PlayStation 3
Front Mission Evolved;8;9.5;;8;PlayStation 3
Heavy Rain;10;12.5;21.5;10.5;PlayStation 3
Infamous;15;20;30.5;18.5;PlayStation 3
Oddworld: Stranger's Wrath HD;11.5;16.5;40;16;PlayStation 3
Assassin's Creed III: Liberation;9;11.5;16.5;11.5;PlayStation 3
Homefront;4.5;6;8.5;4.5;PlayStation 3
Jurassic Park: The Game;6.5;6.5;9;7;PlayStation 3
Final Fantasy XIV: A Realm Reborn;933;373;;;PlayStation 3
Chrono Cross;36.5;44.5;59.5;43.5;PlayStation 3
PixelJunk Eden;8;13;21;12.5;PlayStation 3
Rock of Ages;4;5;12.5;4.5;PlayStation 3
Rise of the Argonauts;12;13;20.5;13.5;PlayStation 3
Sonic & Sega All-Stars Racing;6.5;15;21;11;PlayStation 3
Streets of Rage 2;1.5;3.5;3.5;2;PlayStation 3
Tales of Monkey Island: Chapter 1 - Launch of the Screaming Narwhal;3;;3;3;PlayStation 3
Tales of Xillia;36;51;88;45.5;PlayStation 3
The Testament of Sherlock Holmes;12;12;13.5;12.5;PlayStation 3
Wolfenstein 3D;7;10;11;8;PlayStation 3
Dishonored: Definitive Edition;12.5;26;49.5;24;PlayStation 3
Final Fantasy X;49;81.5;173;79;PlayStation 3
God of War;9;9.5;12.5;9.5;PlayStation 3
Hydrophobia: Prophecy;3.5;4.5;8;4;PlayStation 3
Lego Harry Potter: Years 5-7;10.5;17;24.5;20.5;PlayStation 3
Magic: The Gathering - Duels of the Planeswalkers 2012;15;24;35;24.5;PlayStation 3
Mini Ninjas;8;10.5;18.5;9.5;PlayStation 3
Tom Clancy's Splinter Cell: Double Agent;11.5;11.5;15.5;12;PlayStation 3
Dragon Ball Xenoverse;16.5;31;104.5;27;PlayStation 3
Final Fantasy V;35;36.5;65;38;PlayStation 3
Jak and Daxter: The Precursor Legacy;11;11.5;12.5;12;PlayStation 3
Killzone 3;7;10;19.5;7.5;PlayStation 3
Oddworld: Munch's Oddysee HD;12.5;;15;13;PlayStation 3
Singularity;7;9;14.5;8;PlayStation 3
Unmechanical;2.5;3;3.5;3;PlayStation 3
Dragon's Crown;15;22;74.5;21;PlayStation 3
Alien Breed 3: Descent;5;5.5;5;5;PlayStation 3
Brink;6.5;13.5;19.5;9;PlayStation 3
Call of Duty;7.5;8.5;9;8;PlayStation 3
Castlevania: Symphony of the Night;8.5;12;19;12;PlayStation 3
Catherine;13.5;16.5;69.5;15;PlayStation 3
Double Dragon Neon;3.5;6;21;4;PlayStation 3
From Dust;6.5;8.5;10.5;7.5;PlayStation 3
Lego Harry Potter: Years 1-4;13;17.5;27;19;PlayStation 3
Manhunt;12.5;14.5;17;13;PlayStation 3
NiGHTS into Dreams...;2.5;4.5;6;4;PlayStation 3
Slender: The Arrival;2;2.5;3;2;PlayStation 3
Bound by Flame;12;15.5;20;14.5;PlayStation 3
Sherlock Holmes: Crimes and Punishments;12;12.5;14;13;PlayStation 3
Battlefield Hardline;7;10.5;26;8.5;PlayStation 3
Lego Batman: The Videogame;9;16;29.5;16;PlayStation 3
PixelJunk Shooter;5;6;9;6.5;PlayStation 3
Unreal Tournament 3;11;18;25;13;PlayStation 3
Xenogears;56;66;82.5;64;PlayStation 3
The Elder Scrolls V: Skyrim - Legendary Edition;22.5;146;282.5;156;PlayStation 3
Devil May Cry 3: Special Edition;15.5;17.5;50;18.5;PlayStation 3
God of War: Ascension;8.5;9;14.5;9;PlayStation 3
Legacy of Kain: Soul Reaver;11.5;12;15.5;12.5;PlayStation 3
Of Orcs and Men;13;14.5;36.5;15;PlayStation 3
Shadow of the Colossus;9.5;11;21.5;10;PlayStation 3
Zeno Clash II;6;6.5;7.5;6;PlayStation 3
Castlevania: Lords of Shadow - Mirror of Fate HD;8;10;13.5;9.5;PlayStation 3
Ibb and Obb;6;8;13;8.5;PlayStation 3
Crash Bandicoot 2: Cortex Strikes Back;6;8;10.5;7;PlayStation 3
DeathSpank;9;11;12;11;PlayStation 3
Demon's Souls;33.5;49.5;90;44;PlayStation 3
Devil May Cry;6.5;8;10.5;7;PlayStation 3
Might and Magic: Clash of Heroes;25;30;36;31;PlayStation 3
Need for Speed: Most Wanted (2012);10;15;31.5;13;PlayStation 3
Okami;37;44;56;43.5;PlayStation 3
The King of Fighters XIII;2.5;8;220;11;PlayStation 3
The Unfinished Swan;2.5;3.5;4;3;PlayStation 3
The Last of Us: Left Behind DLC;2.5;3;3.5;2.5;PlayStation 3
The Legend of Korra;4;6.5;11;5.5;PlayStation 3
Kingdom Hearts;28;41.5;60.5;36.5;PlayStation 3
Silent Hill;7;8;12.5;7.5;PlayStation 3
Space Channel 5: Part 2;3;3.5;;3;PlayStation 3
Star Wars: The Clone Wars - Republic Heroes;6.5;8.5;;6.5;PlayStation 3
Transformers: War for Cybertron;8.5;10.5;17;9.5;PlayStation 3
Castlevania: Lords of Shadow 2;15.5;21;28.5;18;PlayStation 3
Life Is Strange - Episode 1: Chrysalis;3.5;;;;PlayStation 3
Crysis 3;7;8;12;7.5;PlayStation 3
Dead Rising 2: Off the Record;14;20;38;17.5;PlayStation 3
Final Fantasy XII;58;91.5;161;93.5;PlayStation 3
I Am Alive;5;6;6;5.5;PlayStation 3
LittleBigPlanet 2;6.5;12;33;8.5;PlayStation 3
Parasite Eve;9.5;11.5;29.5;12;PlayStation 3
Record of Agarest War;88;148.5;250.5;120;PlayStation 3
Silent Hill 2;8;9;10;8;PlayStation 3
Castle of Illusion Starring Mickey Mouse (2013);2.5;3;5;3;PlayStation 3
Oddworld: New 'n' Tasty!;7;7.5;9.5;7.5;PlayStation 3
Aliens: Colonial Marines;6.5;8.5;9;7;PlayStation 3
Driver: San Francisco;9;14;22.5;12;PlayStation 3
Final Fantasy;17.5;24;34;21.5;PlayStation 3
Flower;2.5;3;5;3;PlayStation 3
LittleBigPlanet;9;16;39.5;12;PlayStation 3
Rocksmith;15;57.5;;48.5;PlayStation 3
Sly Cooper: Thieves in Time;13;16;25.5;15.5;PlayStation 3
Tales of Xillia 2;33;56.5;118;51;PlayStation 3
The Baconing;8;10;13.5;10;PlayStation 3
Vagrant Story;24;36;66;30;PlayStation 3
The Legend of Heroes: Trails of Cold Steel;50;78;104.5;76.5;PlayStation 3
LittleBigPlanet 3;5;9;14.5;7;PlayStation 3
BlazBlue: Calamity Trigger;14.5;19;;15;PlayStation 3
Crash Bandicoot 3: Warped;7.5;8.5;14.5;8.5;PlayStation 3
God of War II;12;12.5;12.5;12;PlayStation 3
Ico;6.5;6.5;8;6.5;PlayStation 3
Jak II;18.5;18.5;24.5;19;PlayStation 3
Kingdom Hearts II;32.5;43;65.5;41.5;PlayStation 3
Lost Planet: Extreme Condition;9;9.5;11;9;PlayStation 3
Minecraft;114.5;153.5;198;;PlayStation 3
MX vs. ATV Reflex;15;25;40;24.5;PlayStation 3
Retro/Grade;1;4;;1;PlayStation 3
Silent Hill: Homecoming;9;11;13;10;PlayStation 3
Sniper: Ghost Warrior 2;5;6;10.5;5.5;PlayStation 3
"Steins;Gate";23.5;35;37;31.5;PlayStation 3
Puppeteer;9.5;10.5;13;10;PlayStation 3
Kingdom Hearts HD 2.5 Remix;105;;;;PlayStation 3
Stick it to The Man!;4.5;4.5;5.5;5;PlayStation 3
Beyond: Two Souls;10.5;12;27;11.5;PlayStation 3
Colin McRae: Dirt 2;15;21.5;29;21;PlayStation 3
Crazy Taxi;3;4.5;5;4;PlayStation 3
Defiance;27.5;36.5;;;PlayStation 3
Killzone 2;7.5;10.5;17.5;8.5;PlayStation 3
Kingdom Hearts Re:Chain of Memories;24;33;43.5;28.5;PlayStation 3
Mars: War Logs;9.5;12.5;15;12.5;PlayStation 3
Medal of Honor: Warfighter;5.5;8;5.5;5.5;PlayStation 3
Nier;19.5;33;70.5;30.5;PlayStation 3
Ratchet & Clank;12;16;22;15;PlayStation 3
Tales of Symphonia;50.5;66.5;213;66;PlayStation 3
Transformers: Fall of Cybertron;7.5;10.5;22;8;PlayStation 3
Wolfenstein (2009);9;11;11.5;10;PlayStation 3
Assassin's Creed: Freedom Cry;4.5;5.5;7;5.5;PlayStation 3
Fairy Fencer F;24;29.5;57.5;31;PlayStation 3
Breath of Fire IV;37;43;50;39.5;PlayStation 3
Dante's Inferno;8;9;15;9;PlayStation 3
DeathSpank: Thongs of Virtue;10;12;14;12.5;PlayStation 3
Diablo III;18.5;41;143.5;31;PlayStation 3
Gotham City Impostors;96;;21;;PlayStation 3
Jak 3;13;14.5;20.5;14.5;PlayStation 3
Lead and Gold: Gangs of the Wild West;;;;;PlayStation 3
Lost Planet 2;10.5;15;22;12;PlayStation 3
Metal Gear 2: Solid Snake;6;6.5;6.5;6.5;PlayStation 3
Peggle Deluxe;4;12;39;7;PlayStation 3
Resident Evil 3: Nemesis;6.5;8.5;10;7.5;PlayStation 3
Sam & Max 201: Ice Station Santa;2.5;3;3.5;3;PlayStation 3
Sam & Max 202: Moai Better Blues;2.5;2.5;3;2.5;PlayStation 3
Strong Bad's Cool Game for Attractive People - Episode 1: Homestar Ruiner;2.5;3.5;4;3;PlayStation 3
Strong Bad's Cool Game for Attractive People - Episode 2: Strong Badia the Free;3.5;3.5;;3.5;PlayStation 3
Strong Bad's Cool Game for Attractive People - Episode 3: Baddest of the Bands;2.5;3.5;4;3;PlayStation 3
Strong Bad's Cool Game for Attractive People - Episode 4: Dangeresque 3: The Criminal Projective;2;3;;2.5;PlayStation 3
Strong Bad's Cool Game for Attractive People - Episode 5: 8-Bit Is Enough;2.5;3;;2.5;PlayStation 3
The Ico & Shadow of the Colossus Collection;21;;;;PlayStation 3
XCOM: Enemy Within;28;35;53;33;PlayStation 3
Risen 3: Titan Lords;24;39.5;50.5;39;PlayStation 3
Chariot;15.5;25;;17.5;PlayStation 3
Call of Juarez: The Cartel;7;10.5;17;8;PlayStation 3
Clive Barker's Jericho;7;8.5;10.5;8;PlayStation 3
Fallout: New Vegas - Ultimate Edition;39.5;84.5;151.5;90.5;PlayStation 3
Magic: The Gathering - Duels of the Planeswalkers 2013;14.5;25.5;34;22.5;PlayStation 3
Resident Evil;7;8;15;7.5;PlayStation 3
Resident Evil 2;5.5;8;13.5;6.5;PlayStation 3
Silent Hill: Downpour;9;12;16;10.5;PlayStation 3
Suikoden II;35;43;50.5;42.5;PlayStation 3
Test Drive Unlimited 2;25;53;;45.5;PlayStation 3
The Chronicles of Riddick: Assault on Dark Athena;10.5;12;16;11;PlayStation 3
Tom Clancy's Ghost Recon: Future Soldier;10;11.5;12.5;10.5;PlayStation 3
PixelJunk Monsters Ultimate;22;24;77.5;37.5;PlayStation 3
Tales of Symphonia Chronicles;148;;;;PlayStation 3
Call of Juarez: Bound in Blood;8;8.5;14;8;PlayStation 3
Devil May Cry 2;7;8;18;7.5;PlayStation 3
Doom;4;5;8;4.5;PlayStation 3
Final Fantasy X-2;34.5;52.5;101;51.5;PlayStation 3
God of War: Chains of Olympus;5.5;6;8.5;6;PlayStation 3
God of War: Ghost of Sparta;6.5;7;8.5;6.5;PlayStation 3
Kingdom Hearts HD 1.5 Remix;88.5;;;;PlayStation 3
Marvel: Ultimate Alliance;12.5;16.5;24.5;14.5;PlayStation 3
Sam & Max 203: Night of the Raving Dead;2.5;3;3.5;3;PlayStation 3
Sam & Max 204: Chariots of the Dogs;2.5;2.5;3.5;2.5;PlayStation 3
Sam & Max 205: What's New, Beelzebub?;3;3;4;3;PlayStation 3
Suikoden;21;25.5;25.5;24.5;PlayStation 3
The Walking Dead: 400 Days;1.5;1.5;1.5;1.5;PlayStation 3
Need for Speed: Rivals;14;21.5;39;18.5;PlayStation 3
Final Fantasy X-2 HD Remaster;23.5;39;137.5;43.5;PlayStation 3
Costume Quest 2;6;7.5;9;8;PlayStation 3
Aaru's Awakening;3;2.5;6;3;PlayStation 3
Burn Zombie Burn;8.5;;10;9.5;PlayStation 3
Legendary;5;7;7;5.5;PlayStation 3
Shin Megami Tensei: Persona 3 FES;81;107;131.5;95;PlayStation 3
Shin Megami Tensei: Persona 4;73;85.5;115.5;81.5;PlayStation 3
Silent Hill 3;6;8;8.5;6.5;PlayStation 3
Spyro: Year of the Dragon;9.5;10;11;10;PlayStation 3
Star Trek (2013);8;9;11.5;8;PlayStation 3
Tales of Graces F;45;67;129.5;62.5;PlayStation 3
MouseCraft;6;10;8;8;PlayStation 3
Blur;9;14.5;21;10.5;PlayStation 3
Dragon Age: Origins - Awakening DLC;13;17.5;21.5;17.5;PlayStation 3
Kingdom Hearts II Final Mix;32;49;84;48.5;PlayStation 3
Lego Indiana Jones: The Original Adventures;10;15;23.5;14.5;PlayStation 3
Medal of Honor: Airborne;6;8.5;11.5;6.5;PlayStation 3
Metal Gear Solid HD Collection;98;;;;PlayStation 3
Metal Gear Solid: Portable Ops;11.5;15;24.5;12.5;PlayStation 3
Need for Speed: Most Wanted;21;21.5;29;22.5;PlayStation 3
Ratchet & Clank Future: A Crack in Time;11;14.5;21.5;14.5;PlayStation 3
Ratchet & Clank: Going Commando;13.5;18.5;27.5;17.5;PlayStation 3
Resident Evil Code: Veronica X HD;12;13.5;15;12;PlayStation 3
Sonic the Hedgehog (1991);1.5;2;2;2;PlayStation 3
Sound Shapes;2.5;4;8;3.5;PlayStation 3
Titan Attacks!;1.5;3;3;2.5;PlayStation 3
Tom Clancy's Rainbow Six: Vegas;8.5;12.5;21;9.5;PlayStation 3
Tom Clancy's Splinter Cell: Pandora Tomorrow;10.5;12.5;16;11.5;PlayStation 3
Persona 4 Arena Ultimax;10.5;15;51;14;PlayStation 3
Crash Bandicoot;6.5;8;12;7;PlayStation 3
Dark Sector;8.5;10;13.5;9;PlayStation 3
Dino Crisis;6.5;8.5;8.5;6.5;PlayStation 3
Legend of Mana;17.5;30;62;31;PlayStation 3
Mega Man Legends;6.5;10;11.5;9.5;PlayStation 3
Parasite Eve II;10.5;16.5;23.5;15.5;PlayStation 3
Spyro 2: Ripto's Rage!;7;8;10.5;8.5;PlayStation 3
Star Wars: The Force Unleashed;8;11;16.5;9.5;PlayStation 3
The Legend of Dragoon;47.5;55;70.5;55.5;PlayStation 3
Tom Clancy's H.A.W.X 2;8;11;;8.5;PlayStation 3
Master Reboot;4;5;7.5;5;PlayStation 3
Sacred 3;7;8.5;11.5;9.5;PlayStation 3
Transformers: Devastation;5.5;8;12;6;PlayStation 3
American McGee's Alice;12;13;29.5;13.5;PlayStation 3
BloodRayne: Betrayal;5.5;9;;6.5;PlayStation 3
Final Fantasy Tactics;38;60;85;53.5;PlayStation 3
Gatling Gears;4.5;5.5;11;5;PlayStation 3
God of War Collection;26;;;;PlayStation 3
Mega Man X4;3.5;4;6.5;4.5;PlayStation 3
Quantum of Solace;6;6;19.5;6.5;PlayStation 3
Sly 2: Band of Thieves;15.5;16;17.5;16.5;PlayStation 3
Spyro the Dragon;6;8;10;8.5;PlayStation 3
Tales of Vesperia;50;73;191.5;66.5;PlayStation 3
The Chronicles of Riddick: Escape from Butcher Bay;8;9.5;12;9;PlayStation 3
Velocity Ultra;4.5;4.5;11;5;PlayStation 3
Yakuza;15.5;20;29;17.5;PlayStation 3
Zack Zero;4;6;5.5;4.5;PlayStation 3
Urban Trial Freestyle;4;6;26;8;PlayStation 3
Trine 2: Complete Story;8.5;13.5;37;13;PlayStation 3
Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst;13;24;36;18;PlayStation 3
BioShock Infinite: Burial at Sea - Episode 2 DLC;4;5;6.5;4.5;PlayStation 3
The Raven: Legacy of a Master Thief;11;11.5;13.5;12;PlayStation 3
Naruto Shippuden: Ultimate Ninja Storm Revolution;3;12.5;;4.5;PlayStation 3
Escape Dead Island;6;9;10.5;7;PlayStation 3
Alone in the Dark: Inferno;8.5;12;13.5;11;PlayStation 3
Bionic Commando (2009);7.5;9;17.5;8.5;PlayStation 3
Call of Duty 3;8.5;10;11.5;8.5;PlayStation 3
Castlevania: Lords of Shadow;18;22.5;40;21;PlayStation 3
Feeding Frenzy 2: Shipwreck Showdown;2;;;2;PlayStation 3
Fuel;25.5;55.5;;36.5;PlayStation 3
Grandia;43.5;58.5;89;50;PlayStation 3
Infamous: Festival of Blood;2.5;3.5;4.5;3.5;PlayStation 3
Juiced 2: Hot Import Nights;16.5;16.5;;16.5;PlayStation 3
Shin Megami Tensei III: Nocturne;53.5;68.5;96;64;PlayStation 3
Sideway: New York;4;4;8.5;4.5;PlayStation 3
Star Ocean: The Last Hope;48;68;82;59;PlayStation 3
Suikoden III;61.5;66.5;72;66.5;PlayStation 3
Wild Arms;29;29;49;32;PlayStation 3
Zone of the Enders: The 2nd Runner;6.5;7.5;16;7.5;PlayStation 3
Rain;3.5;4;5;4;PlayStation 3
The Elder Scrolls IV: Oblivion - Game of the Year Edition;39;109.5;150.5;103.5;PlayStation 3
Battlefield: Bad Company;7.5;12;109;9;PlayStation 3
Burnout Paradise;14;26;58;24.5;PlayStation 3
Gran Turismo 5;47;113;707.5;96.5;PlayStation 3
Killzone;10;14.5;20.5;11.5;PlayStation 3
Kingdom Hearts 358/2 Days;26;34;50.5;31;PlayStation 3
Metal Gear;4;5.5;5;4;PlayStation 3
Record of Agarest War Zero;63.5;80.5;156.5;87;PlayStation 3
Red Dead Redemption: Undead Nightmare DLC;7.5;9.5;15.5;9.5;PlayStation 3
Resonance of Fate;47;69;105.5;74;PlayStation 3
Shin Megami Tensei: Devil Summoner: Raidou Kuzunoha vs. The Soulless Army;27.5;30.5;38.5;30;PlayStation 3
Sonic the Hedgehog 2 (16-bit);2.5;3;3;2.5;PlayStation 3
Yakuza 4;24;43;95.5;39;PlayStation 3
Kingdom Hearts Birth by Sleep Final Mix;27.5;51;107.5;38.5;PlayStation 3
Yakuza 5;57.5;67.5;126.5;67;PlayStation 3
Army of Two: The Devil's Cartel;8;10.5;15.5;8;PlayStation 3
Back to the Future: The Game - Episode I: It's About Time;2.5;3;3.5;2.5;PlayStation 3
Magic: The Gathering - Duels of the Planeswalkers;8;25.5;155;35;PlayStation 3
Resistance: Fall of Man;12;13.5;18.5;12;PlayStation 3
Rogue Warrior;2.5;3;3;2.5;PlayStation 3
Streets of Rage;1.5;2;2;1.5;PlayStation 3
Vanquish;6;8.5;17;6.5;PlayStation 3
Zone of the Enders;5;5.5;8;5.5;PlayStation 3
Guilty Gear Xrd -SIGN-;5;;;5;PlayStation 3
Life Is Strange - Episode 2: Out of Time;3.5;;;;PlayStation 3
Dragon Age: Inquisition - Jaws of Hakkon DLC;6.5;10;12;10;PlayStation 3
Astro Tripper;2;;5.5;3.5;PlayStation 3
Asura's Wrath;7;9;13;7.5;PlayStation 3
Crash Team Racing;5.5;13.5;21;9.5;PlayStation 3
Critter Crunch;5;8.5;14;7.5;PlayStation 3
Eternal Sonata;29;40.5;63.5;36;PlayStation 3
Fatal Frame II: Crimson Butterfly;9.5;10.5;16.5;10;PlayStation 3
Knytt Underground;10;15.5;25;15.5;PlayStation 3
Lego Pirates of the Caribbean: The Video Game (Console/PC);9;16;24.5;17;PlayStation 3
LittleBigPlanet PS Vita;7;9.5;25;8.5;PlayStation 3
